variant,cell,z,encoder,epochs,params_M,flops_G,fps,mAP50,mAP50_95,da_mIoU,da_fg,lane_mIoU,lane_fg,peak_gpu_mem_mib,final_train_loss,train_wall_min,seed,source,git_commit
r2,r2_z16,16,ebase,20,0.2014,1.0796,114.92,0.3543,0.1273,0.8488,0.7612,0.5847,0.1943,2666,0.2150,133,0,reused:phase4A-results,b48edbd2f4a4bb5ca70e2fa1fae8bcbd52be27b4
