variant,cell,n_batches,gnorm_det,gnorm_da,gnorm_lane,share_det,share_da,share_lane,cos_det_da,cosmean_det_da,cos_det_lane,cosmean_det_lane,cos_da_lane,cosmean_da_lane
r0,r0_z16,3,0.0,0.0054114325963478095,0.005201921011466968,0.0,0.509870187719298,0.490129812280702,nan,nan,nan,nan,0.030406828010804927,0.026487026947800214
r0,r0_z32,3,0.0,0.005720755945058244,0.003620380872560405,0.0,0.6124260951052686,0.38757390489473154,nan,nan,nan,nan,0.031065159713600823,0.03656005633127494
r0,r0_z128,3,0.0,0.004930239507555212,0.008864293272371588,0.0,0.3574053276185969,0.6425946723814031,nan,nan,nan,nan,0.07703666578277453,0.14967436221144487
