variant,cell,z_channels,effective_rank,erank_frac_of_z,top1_var,top4_var,top8_var,top16_var,top32_var,mean_abs_corr,dead_channels,chan_std_mean,chan_std_min,sparsity,act_abs_mean
r2rw,rw_z16,16,7.850885391235352,0.4906803369522095,0.38069015741348267,0.7395185232162476,0.8869103789329529,0.9999999403953552,0.9999999403953552,0.28963395953178406,0,0.5952175855636597,0.38606446981430054,0.45755735039711,0.43839359283447266
r2rw,rw_z32,32,13.428524017333984,0.419641375541687,0.29486316442489624,0.6061041951179504,0.7592666149139404,0.9069710373878479,0.9999999403953552,0.29977527260780334,0,0.568251371383667,0.2779216170310974,0.5675509572029114,0.3523974120616913
