variant,cell,n_batches,gnorm_det,gnorm_da,gnorm_lane,share_det,share_da,share_lane,cos_det_da,cosmean_det_da,cos_det_lane,cosmean_det_lane,cos_da_lane,cosmean_da_lane
r2rw,rw_z16,8,0.03061736951957362,0.007168664723674838,0.005518918917655723,0.7070177262589689,0.16553914045441634,0.12744313328661483,0.0001644340944922128,0.00045274033357463084,-0.0009328804262212851,-0.0007844243289048826,0.027408132814194745,0.025330156152280577
r2rw,rw_z32,8,0.03528649047796017,0.004142505031321895,0.003721238894178096,0.8177589523159252,0.09600191258728628,0.08623913509678861,0.00044808493041772416,0.001983747366231398,0.00016548752583563122,-0.004474708568250059,0.07113210175227247,0.07378488915101714
